caldt,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret
02/28/2020,0.074637,0.052398,0.029902,0.024556,0.018282,0.008698,0.004675,0.001513,0.001208,0.002741
03/31/2020,0.085438,0.065340,0.039709,0.036355,0.027033,0.014069,0.009605,0.003067,0.001268,-0.002176
04/30/2020,0.009766,0.000880,0.005024,0.001309,0.001673,0.001034,0.000056,0.000116,0.000003,-0.006687
05/29/2020,-0.023607,-0.005622,0.000713,0.002889,0.003103,0.000826,-0.000148,0.000029,0.000059,0.000020
06/30/2020,0.000237,0.001052,0.000388,0.001490,0.002134,0.000515,0.000373,0.000155,0.000111,0.005472
07/31/2020,0.056713,0.031622,0.012821,0.007492,0.003856,0.001030,0.000759,0.000330,0.000096,0.005058
08/31/2020,-0.067580,-0.036980,-0.014709,-0.006071,-0.001671,-0.000208,0.000005,0.000069,0.000079,0.003153
09/30/2020,0.005791,0.003967,0.002560,0.002053,0.000236,-0.000174,0.000174,0.000099,0.000076,0.001393
10/30/2020,-0.046769,-0.026512,-0.017311,-0.010450,-0.004806,-0.000383,-0.000086,0.000067,0.000073,0.000415
11/30/2020,0.022611,0.013150,0.004016,0.004213,0.001938,0.000574,0.000520,0.000096,0.000066,-0.000611
12/31/2020,-0.019275,-0.015264,-0.004965,-0.001264,0.000855,0.000738,0.000297,0.000054,0.000060,0.000941
